code,name,area,age,email,role,emotion_score
202310352,Begoña Perera Silva,Administración y negocios digitales,18,begona.perera@utec.edu.pe,Alumno,0
202320319,Manu Chaparro Carrión,Administración y negocios digitales,18,manu.chaparro@utec.edu.pe,Alumno,0
202310427,Macaria Gelabert Valero,Administración y negocios digitales,17,macaria.gelabert@utec.edu.pe,Alumno,0
202310241,Dolores Garcia Alegre,Administración y negocios digitales,18,dolores.garcia@utec.edu.pe,Alumno,0
202320490,Verónica Solé Páez,Administración y negocios digitales,23,veronica.sole@utec.edu.pe,Alumno,0
202320464,Bartolomé Cordero Nevado,Administración y negocios digitales,19,bartolome.cordero@utec.edu.pe,Alumno,0
202310289,René Ávila Castañeda,Administración y negocios digitales,18,rene.avila@utec.edu.pe,Alumno,0
202320320,Feliciano Arribas Alonso,Administración y negocios digitales,21,feliciano.arribas@utec.edu.pe,Alumno,0
202310266,Jovita Leal Ruiz,Administración y negocios digitales,17,jovita.leal@utec.edu.pe,Alumno,0
202310262,Heriberto Sarmiento Nicolás,Administración y negocios digitales,23,heriberto.sarmiento@utec.edu.pe,Alumno,0
202320282,Ale Peinado Delgado,Administración y negocios digitales,16,ale.peinado@utec.edu.pe,Alumno,0
202310329,Nieves Mendez Borja,Administración y negocios digitales,18,nieves.mendez@utec.edu.pe,Alumno,0
202320222,Caridad Rodríguez Narváez,Administración y negocios digitales,17,caridad.rodriguez@utec.edu.pe,Alumno,0
202320328,Jerónimo Mínguez Cantero,Administración y negocios digitales,23,jeronimo.minguez@utec.edu.pe,Alumno,0
202310493,Heriberto Casas Galindo,Administración y negocios digitales,16,heriberto.casas@utec.edu.pe,Alumno,0
202320380,Daniela Pallarès Tejera,Administración y negocios digitales,16,daniela.pallares@utec.edu.pe,Alumno,0
202320284,Chita Sebastián Sala,Administración y negocios digitales,17,chita.sebastian@utec.edu.pe,Alumno,0
202320377,Leandro Cabello Pintor,Administración y negocios digitales,16,leandro.cabello@utec.edu.pe,Alumno,0
202310363,Corona Merino Trujillo,Administración y negocios digitales,21,corona.merino@utec.edu.pe,Alumno,0
202320214,Coral María Fernanda Leon Pina,Administración y negocios digitales,21,coral.leon@utec.edu.pe,Alumno,0
202320337,Jose Angel Trujillo Díaz,Administración y negocios digitales,23,jose.trujillo@utec.edu.pe,Alumno,0
202320347,Edmundo Verdú Recio,Administración y negocios digitales,20,edmundo.verdu@utec.edu.pe,Alumno,0
202310437,Encarna Garmendia Elías,Administración y negocios digitales,18,encarna.garmendia@utec.edu.pe,Alumno,0
202310353,Micaela Llabrés Blazquez,Administración y negocios digitales,20,micaela.llabres@utec.edu.pe,Alumno,0
202320310,Josefina Moraleda Iniesta,Administración y negocios digitales,23,josefina.moraleda@utec.edu.pe,Alumno,0
202320287,Adora Caro Maestre,Administración y negocios digitales,16,adora.caro@utec.edu.pe,Alumno,0
202310327,Marcial Mascaró Gracia,Administración y negocios digitales,22,marcial.mascaro@utec.edu.pe,Alumno,0
202310278,Felicia Higueras Córdoba,Administración y negocios digitales,21,felicia.higueras@utec.edu.pe,Alumno,0
202310403,Pío Bayona Carvajal,Administración y negocios digitales,21,pio.bayona@utec.edu.pe,Alumno,0
202320230,Teresita Marín Moll,Administración y negocios digitales,16,teresita.marin@utec.edu.pe,Alumno,0
202310309,Perlita Alba Fajardo Sáenz,Administración y negocios digitales,21,perlita.fajardo@utec.edu.pe,Alumno,0
202310491,Manolo Manuel Carbajo,Administración y negocios digitales,16,manolo.manuel@utec.edu.pe,Alumno,0
202310470,Eli Ayala Cazorla,Administración y negocios digitales,22,eli.ayala@utec.edu.pe,Alumno,0
202310295,Luisa Baena Saura,Administración y negocios digitales,17,luisa.baena@utec.edu.pe,Alumno,0
202310471,Vidal Gomila Rodrigo,Administración y negocios digitales,17,vidal.gomila@utec.edu.pe,Alumno,0
202320238,Pepito Benítez Arce,Administración y negocios digitales,22,pepito.benitez@utec.edu.pe,Alumno,0
202310321,Wilfredo Arenas Casals,Administración y negocios digitales,16,wilfredo.arenas@utec.edu.pe,Alumno,0
202310388,Gabriela Sobrino Castellanos,Administración y negocios digitales,16,gabriela.sobrino@utec.edu.pe,Alumno,0
202310247,Joaquina Alvarado Díez,Administración y negocios digitales,19,joaquina.alvarado@utec.edu.pe,Alumno,0
202310268,Samanta Calvo Torrents,Administración y negocios digitales,18,samanta.calvo@utec.edu.pe,Alumno,0
202310409,Plácido Ferrera Piña,Administración y negocios digitales,20,placido.ferrera@utec.edu.pe,Alumno,0
202320495,Chuy Llano Doménech,Administración y negocios digitales,19,chuy.llano@utec.edu.pe,Alumno,0
202310502,Humberto Noriega Robles,Administración y negocios digitales,20,humberto.noriega@utec.edu.pe,Alumno,0
202320303,Federico Izaguirre Almagro,Administración y negocios digitales,20,federico.izaguirre@utec.edu.pe,Alumno,0
202310481,Ruperto Agudo Juan,Administración y negocios digitales,22,ruperto.agudo@utec.edu.pe,Alumno,0
202320216,Jose Angel Nuñez Tudela,Administración y negocios digitales,17,jose.nunez@utec.edu.pe,Alumno,0
202320417,Asdrubal Company Otero,Administración y negocios digitales,19,asdrubal.company@utec.edu.pe,Alumno,0
202320333,Rufina Peña Puente,Administración y negocios digitales,20,rufina.pena@utec.edu.pe,Alumno,0
202310307,Dolores Díez Grande,Administración y negocios digitales,20,dolores.diez@utec.edu.pe,Alumno,0
202320316,Lino Teruel Sarmiento,Administración y negocios digitales,19,lino.teruel@utec.edu.pe,Alumno,0
202320461,Priscila Talavera Espada,Administración y negocios digitales,22,priscila.talavera@utec.edu.pe,Alumno,0
202310325,Pilar Escalona Isern,Administración y negocios digitales,18,pilar.escalona@utec.edu.pe,Alumno,0
202310451,Ildefonso Cabeza Donaire,Administración y negocios digitales,21,ildefonso.cabeza@utec.edu.pe,Alumno,0
202320322,Obdulia Arnal Crespo,Administración y negocios digitales,21,obdulia.arnal@utec.edu.pe,Alumno,0
202310294,Godofredo Valdés Tapia,Administración y negocios digitales,19,godofredo.valdes@utec.edu.pe,Alumno,0
202320341,Lucila Castro Calatayud,Administración y negocios digitales,20,lucila.castro@utec.edu.pe,Alumno,0
202310480,Inocencio Castellanos Figueroa,Administración y negocios digitales,23,inocencio.castellanos@utec.edu.pe,Alumno,0
202320358,Candelas Font Tirado,Administración y negocios digitales,16,candelas.font@utec.edu.pe,Alumno,0
202320306,Guillermo Fuertes Casanova,Administración y negocios digitales,21,guillermo.fuertes@utec.edu.pe,Alumno,0
202310286,Candelario Barriga Pino,Administración y negocios digitales,22,candelario.barriga@utec.edu.pe,Alumno,0
202320285,Ainara Espada Alcalde,Administración y negocios digitales,21,ainara.espada@utec.edu.pe,Alumno,0
202320496,Catalina Dueñas Arce,Administración y negocios digitales,21,catalina.duenas@utec.edu.pe,Alumno,0
202310274,Apolonia Valenzuela Lobo,Administración y negocios digitales,22,apolonia.valenzuela@utec.edu.pe,Alumno,0
202320395,Alberto Alcalde Carballo,Administración y negocios digitales,21,alberto.alcalde@utec.edu.pe,Alumno,0
202220249,Ruben Bustos Llobet,Ciencia de datos,24,ruben.bustos@utec.edu.pe,Alumno,0
202220333,Paco Robles Barberá,Ciencia de datos,24,paco.robles@utec.edu.pe,Alumno,0
202210478,Ileana Tovar Ruiz,Ciencia de datos,22,ileana.tovar@utec.edu.pe,Alumno,0
202220302,Amador Salmerón Fuentes,Ciencia de datos,19,amador.salmeron@utec.edu.pe,Alumno,0
202220204,Gabriel Salazar Cuéllar,Ciencia de datos,20,gabriel.salazar@utec.edu.pe,Alumno,0
202210394,Crescencia Benavente Borrell,Ciencia de datos,22,crescencia.benavente@utec.edu.pe,Alumno,0
202210455,Adalberto Ferrer Bas,Ciencia de datos,17,adalberto.ferrer@utec.edu.pe,Alumno,0
202210259,Elisa Muñoz Coca,Ciencia de datos,17,elisa.munoz@utec.edu.pe,Alumno,0
202220338,Vilma Checa Boix,Ciencia de datos,22,vilma.checa@utec.edu.pe,Alumno,0
202210252,Felipe Cantero Pardo,Ciencia de datos,24,felipe.cantero@utec.edu.pe,Alumno,0
202210216,Vidal Uría Gonzalez,Ciencia de datos,20,vidal.uria@utec.edu.pe,Alumno,0
202210486,Jenaro Osorio Nicolás,Ciencia de datos,24,jenaro.osorio@utec.edu.pe,Alumno,0
202210288,Marta Herrera Sierra,Ciencia de datos,20,marta.herrera@utec.edu.pe,Alumno,0
202220212,Calixta Maricela Escobar Mariscal,Ciencia de datos,23,calixta.escobar@utec.edu.pe,Alumno,0
202210464,José Luis Ballesteros Busquets,Ciencia de datos,24,jose.ballesteros@utec.edu.pe,Alumno,0
202210229,Elvira Fábregas Martorell,Ciencia de datos,22,elvira.fabregas@utec.edu.pe,Alumno,0
202210348,Vidal Solís Juliá,Ciencia de datos,22,vidal.solis@utec.edu.pe,Alumno,0
202210297,Itziar Montes Olmedo,Ciencia de datos,19,itziar.montes@utec.edu.pe,Alumno,0
202210221,Reyna Prada Baños,Ciencia de datos,19,reyna.prada@utec.edu.pe,Alumno,0
202210415,Vera Novoa Arroyo,Ciencia de datos,20,vera.novoa@utec.edu.pe,Alumno,0
202220218,Ainoa Bravo Muro,Ciencia de datos,20,ainoa.bravo@utec.edu.pe,Alumno,0
202220319,Tomás Maza Alonso,Ciencia de datos,19,tomas.maza@utec.edu.pe,Alumno,0
202210318,Jovita Pera Vives,Ciencia de datos,23,jovita.pera@utec.edu.pe,Alumno,0
202210327,Carmina Abellán Calderón,Ciencia de datos,21,carmina.abellan@utec.edu.pe,Alumno,0
202220454,Remedios Diego Pujol,Ciencia de datos,20,remedios.diego@utec.edu.pe,Alumno,0
202220230,Ramón Carbonell Bárcena,Ciencia de datos,23,ramon.carbonell@utec.edu.pe,Alumno,0
202220344,Dionisio Álvaro Ruano,Ciencia de datos,20,dionisio.alvaro@utec.edu.pe,Alumno,0
202210315,Porfirio Goñi Reyes,Ciencia de datos,23,porfirio.goni@utec.edu.pe,Alumno,0
202210228,Isabel Aurelia Fuente Múñiz,Ciencia de datos,17,isabel.fuente@utec.edu.pe,Alumno,0
202220211,Palmira Tania Bravo Mascaró,Ciencia de datos,20,palmira.bravo@utec.edu.pe,Alumno,0
202210299,Patricia Alegria Palacio,Ciencia de datos,22,patricia.alegria@utec.edu.pe,Alumno,0
202220244,Reina Arnaiz Arteaga,Ciencia de datos,22,reina.arnaiz@utec.edu.pe,Alumno,0
202220238,Ricardo Gargallo Castell,Ciencia de datos,24,ricardo.gargallo@utec.edu.pe,Alumno,0
202220237,Lorenzo Bayona Arranz,Ciencia de datos,21,lorenzo.bayona@utec.edu.pe,Alumno,0
202220432,Duilio Mulet Pino,Ciencia de datos,18,duilio.mulet@utec.edu.pe,Alumno,0
202210246,Alfonso Mur Rivero,Ciencia de datos,19,alfonso.mur@utec.edu.pe,Alumno,0
202220206,Perla Padilla Lobo,Ciencia de datos,19,perla.padilla@utec.edu.pe,Alumno,0
202220442,Leonel Barberá Pinilla,Ciencia de datos,18,leonel.barbera@utec.edu.pe,Alumno,0
202220272,Hipólito Quirós Galiano,Ciencia de datos,23,hipolito.quiros@utec.edu.pe,Alumno,0
202220489,Adora Lasa Linares,Ciencia de datos,22,adora.lasa@utec.edu.pe,Alumno,0
202220276,Nélida Múñiz Saldaña,Ciencia de datos,20,nelida.muniz@utec.edu.pe,Alumno,0
202210262,Anastasio Oliveras Oller,Ciencia de datos,18,anastasio.oliveras@utec.edu.pe,Alumno,0
202220305,Álvaro Lerma Pino,Ciencia de datos,21,alvaro.lerma@utec.edu.pe,Alumno,0
202210257,Chus Losa Buendía,Ciencia de datos,17,chus.losa@utec.edu.pe,Alumno,0
202220292,Elodia Sala Gallo,Ciencia de datos,20,elodia.sala@utec.edu.pe,Alumno,0
202210425,Priscila Mariño Gonzalez,Ciencia de datos,18,priscila.marino@utec.edu.pe,Alumno,0
202220431,Isidoro Carrera Raya,Ciencia de datos,24,isidoro.carrera@utec.edu.pe,Alumno,0
202220441,Aitor Cid Nadal,Ciencia de datos,23,aitor.cid@utec.edu.pe,Alumno,0
202210395,Duilio Roman Vilalta,Ciencia de datos,17,duilio.roman@utec.edu.pe,Alumno,0
202210477,Ale Hidalgo Barriga,Ciencia de datos,19,ale.hidalgo@utec.edu.pe,Alumno,0
202210201,Ascensión Bravo Vara,Ciencia de datos,20,ascension.bravo@utec.edu.pe,Alumno,0
202210220,Severino Campo Izaguirre,Ciencia de datos,19,severino.campo@utec.edu.pe,Alumno,0
202220337,Amanda Fábregas Morell,Ciencia de datos,19,amanda.fabregas@utec.edu.pe,Alumno,0
202220314,Gaspar Sala Morillo,Ciencia de datos,23,gaspar.sala@utec.edu.pe,Alumno,0
202210481,María Pilar Muñoz Maza,Ciencia de datos,17,maria.munoz@utec.edu.pe,Alumno,0
202210254,Marcelino Velasco Sebastián,Ciencia de datos,22,marcelino.velasco@utec.edu.pe,Alumno,0
202220473,Juan Manuel Alfaro Bravo,Ciencia de datos,18,juan.alfaro@utec.edu.pe,Alumno,0
202210444,Ignacia Solís Torrents,Ciencia de datos,20,ignacia.solis@utec.edu.pe,Alumno,0
202220205,Régulo Lopez Royo,Ciencia de datos,18,regulo.lopez@utec.edu.pe,Alumno,0
202220352,Marcio Lucena Arana,Ciencia de datos,21,marcio.lucena@utec.edu.pe,Alumno,0
202210281,Isaac Salazar Rodrigo,Ciencia de datos,23,isaac.salazar@utec.edu.pe,Alumno,0
202210379,Amancio Carranza Prats,Ciencia de datos,19,amancio.carranza@utec.edu.pe,Alumno,0
202220390,Anunciación Ribas Fuster,Ciencia de datos,23,anunciacion.ribas@utec.edu.pe,Alumno,0
202210389,Isidoro Cuéllar Montalbán,Ciencia de datos,18,isidoro.cuellar@utec.edu.pe,Alumno,0
202220324,Miriam Cruz Agustín Castillo,Ciencia de datos,22,miriam.agustin@utec.edu.pe,Alumno,0
202210408,Francisco Horacio Almagro Luís,Ciencia de datos,18,francisco.almagro@utec.edu.pe,Alumno,0
202220372,Ignacia Guardia Lara,Ciencia de datos,24,ignacia.guardia@utec.edu.pe,Alumno,0
202220264,Andrés Felipe Iñiguez Quevedo,Ciencia de datos,23,andres.iniguez@utec.edu.pe,Alumno,0
202220436,Rosa María Alcolea Botella,Ciencia de datos,18,rosa.alcolea@utec.edu.pe,Alumno,0
202210471,Fortunata Soria Benitez,Ciencia de datos,22,fortunata.soria@utec.edu.pe,Alumno,0
202220235,Marisa Saura Uribe,Ciencia de datos,19,marisa.saura@utec.edu.pe,Alumno,0
202220226,Imelda Ribas Parejo,Ciencia de datos,20,imelda.ribas@utec.edu.pe,Alumno,0
202210410,Felisa Rivero Garay,Ciencia de datos,18,felisa.rivero@utec.edu.pe,Alumno,0
202220448,Ibán Pont Rosado,Ciencia de datos,22,iban.pont@utec.edu.pe,Alumno,0
202210270,Rosa Pinilla Martin,Ciencia de datos,22,rosa.pinilla@utec.edu.pe,Alumno,0
202220290,Candelaria Ruiz Amigó,Ciencia de datos,22,candelaria.ruiz@utec.edu.pe,Alumno,0
202210369,Salomé Casado Peñas,Ciencia de datos,17,salome.casado@utec.edu.pe,Alumno,0
202210443,Adán Llanos Solana,Ciencia de datos,20,adan.llanos@utec.edu.pe,Alumno,0
202220446,Ana Belén Oliva-Portero,Ciencia de datos,22,ana.belen@utec.edu.pe,Alumno,0
202220363,Tatiana Abigaíl Juliá Velasco,Ciencia de datos,18,tatiana.julia@utec.edu.pe,Alumno,0
202220374,Liliana Antonia Feijoo Reguera,Ciencia de datos,17,liliana.feijoo@utec.edu.pe,Alumno,0
202220300,Osvaldo Humberto Arrieta Alberdi,Ciencia de datos,24,osvaldo.arrieta@utec.edu.pe,Alumno,0
202210225,Abril Corral Peña,Ciencia de datos,23,abril.corral@utec.edu.pe,Alumno,0
202210426,Clotilde Gutiérrez Fernandez,Ciencia de datos,21,clotilde.gutierrez@utec.edu.pe,Alumno,0
202210317,Rosalinda Noa Arnal Valle,Ciencia de datos,21,rosalinda.arnal@utec.edu.pe,Alumno,0
202220261,Espiridión Ortega Narváez,Ciencia de datos,20,espiridion.ortega@utec.edu.pe,Alumno,0
202220210,Olivia Soler Llanos,Ciencia de datos,21,olivia.soler@utec.edu.pe,Alumno,0
202220329,Reynaldo Belda Sainz,Ciencia de datos,21,reynaldo.belda@utec.edu.pe,Alumno,0
202210255,Juan Francisco Sebastian Sevilla Santamaría,Ciencia de datos,21,juan.sevilla@utec.edu.pe,Alumno,0
202220466,Heriberto Perea Terrón,Ciencia de datos,20,heriberto.perea@utec.edu.pe,Alumno,0
202110304,Anita Zamora Ayala,Ciencia de la computación,23,anita.zamora@utec.edu.pe,Alumno,0
202120473,Araceli Angulo Valls,Ciencia de la computación,25,araceli.angulo@utec.edu.pe,Alumno,0
202110207,Carmela Alvarez Maestre,Ciencia de la computación,23,carmela.alvarez@utec.edu.pe,Alumno,0
202110289,Evelia Parra Cuervo,Ciencia de la computación,20,evelia.parra@utec.edu.pe,Alumno,0
202120284,Pastor Gonzalo Comas,Ciencia de la computación,24,pastor.gonzalo@utec.edu.pe,Alumno,0
202110254,Pilar Alba Hoyos,Ciencia de la computación,21,pilar.alba@utec.edu.pe,Alumno,0
202110406,Griselda Pardo Diéguez,Ciencia de la computación,22,griselda.pardo@utec.edu.pe,Alumno,0
202110402,Albert Báez Cobo,Ciencia de la computación,22,albert.baez@utec.edu.pe,Alumno,0
202110377,Marcio Pizarro Luz,Ciencia de la computación,19,marcio.pizarro@utec.edu.pe,Alumno,0
202120264,Fidel Bas Recio,Ciencia de la computación,23,fidel.bas@utec.edu.pe,Alumno,0
202110425,Apolonia Matas Collado,Ciencia de la computación,18,apolonia.matas@utec.edu.pe,Alumno,0
202120360,Sara Anaya Mayo,Ciencia de la computación,22,sara.anaya@utec.edu.pe,Alumno,0
202110462,Curro Pelayo Izaguirre,Ciencia de la computación,24,curro.pelayo@utec.edu.pe,Alumno,0
202120320,Amaya Sala Quintanilla,Ciencia de la computación,18,amaya.sala@utec.edu.pe,Alumno,0
202110287,Noelia Ignacia Coronado Tolosa,Ciencia de la computación,19,noelia.coronado@utec.edu.pe,Alumno,0
202110440,Aníbal Hernandez Baquero,Ciencia de la computación,25,anibal.hernandez@utec.edu.pe,Alumno,0
202110363,Sebastian Marti Guerrero,Ciencia de la computación,25,sebastian.marti@utec.edu.pe,Alumno,0
202110399,Armida Azcona Tamayo,Ciencia de la computación,24,armida.azcona@utec.edu.pe,Alumno,0
202120391,Julieta Novoa Lamas,Ciencia de la computación,18,julieta.novoa@utec.edu.pe,Alumno,0
202120482,Ofelia Vallejo Trujillo,Ciencia de la computación,24,ofelia.vallejo@utec.edu.pe,Alumno,0
202110382,Marina Cintia Macias Cabrero,Ciencia de la computación,18,marina.macias@utec.edu.pe,Alumno,0
202110379,Fermín Casanova Vázquez,Ciencia de la computación,23,fermin.casanova@utec.edu.pe,Alumno,0
202110241,Aitor Ribas Murillo,Ciencia de la computación,20,aitor.ribas@utec.edu.pe,Alumno,0
202110353,Rocío Roselló Carrasco,Ciencia de la computación,22,rocio.rosello@utec.edu.pe,Alumno,0
202110315,Dorita Arnau Saavedra,Ciencia de la computación,21,dorita.arnau@utec.edu.pe,Alumno,0
202120302,Isabel Fanny Gil Piñol,Ciencia de la computación,18,isabel.gil@utec.edu.pe,Alumno,0
202110447,Plácido Aranda Barral,Ciencia de la computación,18,placido.aranda@utec.edu.pe,Alumno,0
202120336,Ainoa Bermúdez Tomas,Ciencia de la computación,22,ainoa.bermudez@utec.edu.pe,Alumno,0
202110497,Reyes Sanabria Revilla,Ciencia de la computación,19,reyes.sanabria@utec.edu.pe,Alumno,0
202120487,Hugo Torrent Peñalver,Ciencia de la computación,19,hugo.torrent@utec.edu.pe,Alumno,0
202120327,Albert Vilanova Lucena,Ciencia de la computación,21,albert.vilanova@utec.edu.pe,Alumno,0
202110314,Isidro Jorge Guzman Marti,Ciencia de la computación,22,isidro.guzman@utec.edu.pe,Alumno,0
202110242,Fidela Huguet Lladó,Ciencia de la computación,24,fidela.huguet@utec.edu.pe,Alumno,0
202120494,Emilio Yáñez Soria,Ciencia de la computación,21,emilio.yanez@utec.edu.pe,Alumno,0
202110408,Claudia Prats Peiró,Ciencia de la computación,25,claudia.prats@utec.edu.pe,Alumno,0
202120224,María Del Carmen Guadalupe Guijarro Goicoechea,Ciencia de la computación,25,maria.guijarro@utec.edu.pe,Alumno,0
202110316,Victoriano Cadenas Arjona,Ciencia de la computación,23,victoriano.cadenas@utec.edu.pe,Alumno,0
202120294,Benigna Feijoo Elías,Ciencia de la computación,25,benigna.feijoo@utec.edu.pe,Alumno,0
202120428,Wilfredo Cobos Roselló,Ciencia de la computación,23,wilfredo.cobos@utec.edu.pe,Alumno,0
202120345,Javi Bayón Morera,Ciencia de la computación,21,javi.bayon@utec.edu.pe,Alumno,0
202120339,Celestino Aragón Granados,Ciencia de la computación,21,celestino.aragon@utec.edu.pe,Alumno,0
202110276,Lino Teo Arnau Pardo,Ciencia de la computación,23,lino.arnau@utec.edu.pe,Alumno,0
202120335,Tiburcio Múñiz Mayoral,Ciencia de la computación,22,tiburcio.muniz@utec.edu.pe,Alumno,0
202110407,Leonel Llanos Rey,Ciencia de la computación,24,leonel.llanos@utec.edu.pe,Alumno,0
202110400,Edu Carrasco Sanabria,Ciencia de la computación,24,edu.carrasco@utec.edu.pe,Alumno,0
